Ax;Ay;Bx;By;Mx;My;Nx;Ny;Vp;vp_raw;varvp;varvp_raw;tensao;corrente;step;potencia;resistencia corrente;resistividade
232.5;0.0;120.0;0.0;182.5;0.0;170.0;0.0;19.14;1070320.0;0.0;3.0;142.47;35.67;182.0;6.0;3994.0;421.433
182.5;0.0;175.0;0.0;180.0;0.0;177.5;0.0;355.56;19884400.0;0.01;2390.0;67.63;36.79;183.0;3.0;1838.0;151.811
185.0;0.0;172.5;0.0;180.0;0.0;177.5;0.0;89.14;4985114.0;0.0;50.0;80.99;31.28;184.0;3.0;2589.0;134.291
187.5;0.0;170.0;0.0;180.0;0.0;177.5;0.0;65.29;3651203.0;0.0;107.0;84.4;40.21;185.0;4.0;2099.0;153.033
190.0;0.0;167.5;0.0;180.0;0.0;177.5;0.0;50.31;2813690.0;0.0;40.0;74.66;43.3;186.0;4.0;1724.0;182.51
190.0;0.0;165.0;0.0;180.0;0.0;175.0;0.0;79.89;4468037.0;0.0;29.0;74.75;43.32;187.0;4.0;1726.0;173.81
195.0;0.0;160.0;0.0;180.0;0.0;175.0;0.0;41.23;2305622.0;0.0;17.0;83.19;39.5;188.0;4.0;2106.0;196.751
200.0;0.0;155.0;0.0;180.0;0.0;175.0;0.0;31.05;1736602.0;0.0;0.0;78.09;43.5;189.0;4.0;1795.0;224.245
202.5;0.0;150.0;0.0;180.0;0.0;172.5;0.0;33.87;1894369.0;0.0;5.0;99.66;41.6;190.0;5.0;2396.0;230.205
210.0;0.0;142.5;0.0;180.0;0.0;172.5;0.0;27.51;1538572.0;0.0;17.0;96.31;45.95;191.0;5.0;2096.0;282.128
210.0;0.0;140.0;0.0;180.0;0.0;170.0;0.0;36.27;2028596.0;0.0;24.0;93.83;47.9;192.0;5.0;1959.0;285.459
220.0;0.0;130.0;0.0;180.0;0.0;170.0;0.0;20.18;1128279.0;0.0;10.0;141.43;37.78;193.0;6.0;3744.0;335.613
230.0;0.0;117.5;0.0;180.0;0.0;167.5;0.0;17.99;1005821.0;0.0;13.0;143.33;37.28;194.0;6.0;3845.0;379.005
180.0;0.0;172.5;0.0;177.5;0.0;175.0;0.0;259.24;14497752.0;0.01;2021.0;84.21;30.16;195.0;3.0;2792.0;135.018
182.5;0.0;170.0;0.0;177.5;0.0;175.0;0.0;92.02;5146217.0;0.0;173.0;76.64;33.0;196.0;3.0;2322.0;131.404
185.0;0.0;167.5;0.0;177.5;0.0;175.0;0.0;76.17;4259942.0;0.0;40.0;65.83;47.92;197.0;4.0;1374.0;149.809
187.5;0.0;165.0;0.0;177.5;0.0;175.0;0.0;51.78;2895859.0;0.0;38.0;65.34;50.49;198.0;4.0;1294.0;161.093
187.5;0.0;162.5;0.0;177.5;0.0;172.5;0.0;78.72;4402457.0;0.0;246.0;70.72;47.75;199.0;4.0;1481.0;155.376
192.5;0.0;157.5;0.0;177.5;0.0;172.5;0.0;38.81;2170336.0;0.0;10.0;79.32;40.97;200.0;4.0;1936.0;178.558
197.5;0.0;152.5;0.0;177.5;0.0;172.5;0.0;29.4;1644068.0;0.0;1.0;69.12;45.95;201.0;4.0;1504.0;201.007
200.0;0.0;147.5;0.0;177.5;0.0;170.0;0.0;40.18;2247099.0;0.0;0.0;84.52;49.57;202.0;5.0;1705.0;229.184
207.5;0.0;140.0;0.0;177.5;0.0;170.0;0.0;22.88;1279790.0;0.0;0.0;100.88;38.99;203.0;5.0;2587.0;276.531
207.5;0.0;137.5;0.0;177.5;0.0;167.5;0.0;28.17;1575349.0;0.0;6.0;106.45;37.69;204.0;5.0;2824.0;281.768
217.5;0.0;127.5;0.0;177.5;0.0;167.5;0.0;21.07;1178462.0;0.0;0.0;135.44;39.24;205.0;6.0;3452.0;337.377
227.5;0.0;115.0;0.0;177.5;0.0;165.0;0.0;24.42;1365719.0;0.0;0.0;116.33;47.18;206.0;6.0;2466.0;406.516
237.5;0.0;102.5;0.0;177.5;0.0;162.5;0.0;20.49;1146140.0;0.0;5.0;157.79;44.06;207.0;7.0;3581.0;438.297
177.5;0.0;170.0;0.0;175.0;0.0;172.5;0.0;301.53;16862588.0;0.0;2.0;85.39;29.67;208.0;3.0;2878.0;159.637
180.0;0.0;167.5;0.0;175.0;0.0;172.5;0.0;103.94;5812560.0;0.0;202.0;68.88;35.76;209.0;3.0;1926.0;136.97
182.5;0.0;165.0;0.0;175.0;0.0;172.5;0.0;71.55;4001384.0;0.0;65.0;74.91;43.09;210.0;4.0;1738.0;156.496
185.0;0.0;162.5;0.0;175.0;0.0;172.5;0.0;41.19;2303600.0;0.0;0.0;78.49;42.77;211.0;4.0;1835.0;151.277
185.0;0.0;160.0;0.0;175.0;0.0;170.0;0.0;77.44;4330685.0;0.0;6.0;77.24;42.83;212.0;4.0;1803.0;170.407
190.0;0.0;155.0;0.0;175.0;0.0;170.0;0.0;39.27;2196069.0;0.0;0.0;82.21;39.29;213.0;4.0;2092.0;188.4
195.0;0.0;150.0;0.0;175.0;0.0;170.0;0.0;27.09;1515074.0;0.0;11.0;80.25;41.06;214.0;4.0;1954.0;207.272
197.5;0.0;145.0;0.0;175.0;0.0;167.5;0.0;38.19;2135599.0;0.0;45.0;90.26;50.44;215.0;5.0;1789.0;214.075
205.0;0.0;137.5;0.0;175.0;0.0;167.5;0.0;22.49;1257675.0;0.0;6.0;101.23;40.86;216.0;5.0;2477.0;259.377
205.0;0.0;135.0;0.0;175.0;0.0;165.0;0.0;33.37;1866187.0;0.0;62.0;87.92;46.07;217.0;5.0;1908.0;273.067
215.0;0.0;125.0;0.0;175.0;0.0;165.0;0.0;26.96;1507709.0;0.0;7.0;104.54;52.0;218.0;6.0;2010.0;325.759
225.0;0.0;112.5;0.0;175.0;0.0;162.5;0.0;22.7;1269644.0;0.0;30.0;113.08;48.34;219.0;6.0;2339.0;368.815
235.0;0.0;100.0;0.0;175.0;0.0;160.0;0.0;22.62;1264878.0;0.0;20.0;139.83;51.72;220.0;7.0;2704.0;412.197
175.0;0.0;167.5;0.0;172.5;0.0;170.0;0.0;506.71;28337308.0;0.01;2133.0;58.7;42.08;221.0;3.0;1395.0;189.149
177.5;0.0;165.0;0.0;172.5;0.0;170.0;0.0;122.6;6856070.0;0.0;64.0;70.33;35.51;222.0;3.0;1981.0;162.698
180.0;0.0;162.5;0.0;172.5;0.0;170.0;0.0;69.57;3890570.0;0.0;18.0;80.7;38.86;223.0;4.0;2077.0;168.729
182.5;0.0;160.0;0.0;172.5;0.0;170.0;0.0;46.69;2611183.0;0.0;13.0;75.81;40.58;224.0;4.0;1868.0;180.731
182.5;0.0;157.5;0.0;172.5;0.0;167.5;0.0;77.45;4331045.0;0.0;94.0;75.2;41.17;225.0;4.0;1827.0;177.301
187.5;0.0;152.5;0.0;172.5;0.0;167.5;0.0;45.68;2554782.0;0.0;16.0;71.88;44.42;226.0;4.0;1618.0;193.842
192.5;0.0;147.5;0.0;172.5;0.0;167.5;0.0;25.54;1428277.0;0.0;0.0;88.17;37.55;227.0;4.0;2348.0;213.678
195.0;0.0;142.5;0.0;172.5;0.0;165.0;0.0;33.81;1890861.0;0.0;7.0;101.44;40.78;228.0;5.0;2487.0;234.418
202.5;0.0;135.0;0.0;172.5;0.0;165.0;0.0;25.21;1409770.0;0.0;2.0;98.56;43.65;229.0;5.0;2258.0;272.163
202.5;0.0;132.5;0.0;172.5;0.0;162.5;0.0;26.66;1490908.0;0.0;2.0;111.89;37.39;230.0;5.0;2993.0;268.804
212.5;0.0;122.5;0.0;172.5;0.0;162.5;0.0;23.98;1341064.0;0.0;0.0;117.48;46.25;231.0;6.0;2540.0;325.775
222.5;0.0;110.0;0.0;172.5;0.0;160.0;0.0;20.32;1136595.0;0.0;2.0;127.27;42.53;232.0;6.0;2992.0;375.248
232.5;0.0;97.5;0.0;172.5;0.0;157.5;0.0;19.28;1078079.0;0.0;3.0;160.22;44.42;233.0;7.0;3607.0;409.072
172.5;0.0;165.0;0.0;170.0;0.0;167.5;0.0;340.79;19058100.0;0.0;730.0;88.1;27.56;234.0;3.0;3197.0;194.235
175.0;0.0;162.5;0.0;170.0;0.0;167.5;0.0;108.48;6066658.0;0.0;55.0;66.67;37.7;235.0;3.0;1768.0;135.597
177.5;0.0;160.0;0.0;170.0;0.0;167.5;0.0;62.53;3497202.0;0.0;34.0;88.82;37.26;236.0;4.0;2384.0;158.167
180.0;0.0;157.5;0.0;170.0;0.0;167.5;0.0;39.07;2185113.0;0.0;7.0;84.9;37.51;237.0;4.0;2263.0;163.612
180.0;0.0;155.0;0.0;170.0;0.0;165.0;0.0;66.53;3720610.0;0.0;11.0;86.81;37.07;238.0;4.0;2342.0;169.148
185.0;0.0;150.0;0.0;170.0;0.0;165.0;0.0;41.8;2337689.0;0.0;11.0;77.68;43.41;239.0;4.0;1789.0;181.505
190.0;0.0;145.0;0.0;170.0;0.0;165.0;0.0;22.68;1268485.0;0.0;6.0;87.52;37.14;240.0;4.0;2356.0;191.845
192.5;0.0;140.0;0.0;170.0;0.0;162.5;0.0;32.0;1789566.0;0.0;25.0;97.6;42.79;241.0;5.0;2281.0;211.446
200.0;0.0;132.5;0.0;170.0;0.0;162.5;0.0;24.31;1359378.0;0.0;0.0;96.83;45.85;242.0;5.0;2112.0;249.854
200.0;0.0;130.0;0.0;170.0;0.0;160.0;0.0;31.85;1781239.0;0.0;13.0;94.77;46.05;243.0;5.0;2058.0;260.742
210.0;0.0;120.0;0.0;170.0;0.0;160.0;0.0;26.59;1487270.0;0.0;7.0;105.93;53.28;244.0;6.0;1988.0;313.57
220.0;0.0;107.5;0.0;170.0;0.0;157.5;0.0;19.05;1065489.0;0.0;2.0;131.81;40.87;245.0;6.0;3225.0;366.084
230.0;0.0;95.0;0.0;170.0;0.0;155.0;0.0;19.53;1092154.0;0.0;2.0;156.13;46.32;246.0;7.0;3371.0;397.379
170.0;0.0;162.5;0.0;167.5;0.0;165.0;0.0;385.83;21577455.0;0.01;1758.0;86.98;28.56;247.0;3.0;3046.0;212.206
172.5;0.0;160.0;0.0;167.5;0.0;165.0;0.0;85.31;4770741.0;0.0;34.0;92.04;26.21;248.0;3.0;3512.0;153.382
175.0;0.0;157.5;0.0;167.5;0.0;165.0;0.0;76.99;4305373.0;0.0;29.0;74.72;44.02;249.0;4.0;1697.0;164.837
177.5;0.0;155.0;0.0;167.5;0.0;165.0;0.0;40.58;2269375.0;0.0;0.0;88.85;36.82;250.0;4.0;2413.0;173.12
177.5;0.0;152.5;0.0;167.5;0.0;162.5;0.0;67.46;3772832.0;0.0;53.0;84.44;38.09;251.0;4.0;2217.0;166.919
182.5;0.0;147.5;0.0;167.5;0.0;162.5;0.0;36.92;2064918.0;0.0;16.0;80.67;39.68;252.0;4.0;2033.0;175.384
187.5;0.0;142.5;0.0;167.5;0.0;162.5;0.0;25.92;1449341.0;0.0;12.0;79.22;43.56;253.0;4.0;1819.0;186.938
190.0;0.0;137.5;0.0;167.5;0.0;160.0;0.0;31.89;1783501.0;0.0;10.0;99.43;42.28;254.0;5.0;2352.0;213.261
197.5;0.0;130.0;0.0;167.5;0.0;160.0;0.0;25.54;1428558.0;0.0;0.0;91.93;47.8;255.0;5.0;1923.0;251.787
197.5;0.0;127.5;0.0;167.5;0.0;157.5;0.0;33.73;1886263.0;0.0;82.0;87.98;51.06;256.0;5.0;1723.0;249.039
207.5;0.0;117.5;0.0;167.5;0.0;157.5;0.0;21.2;1185711.0;0.0;7.0;122.06;44.31;257.0;6.0;2755.0;300.617
217.5;0.0;105.0;0.0;167.5;0.0;155.0;0.0;19.06;1065777.0;0.0;27.0;127.27;42.81;258.0;6.0;2973.0;349.677
227.5;0.0;92.5;0.0;167.5;0.0;152.5;0.0;27.9;1560284.0;0.0;17.0;115.91;64.68;259.0;7.0;1792.0;406.542
237.5;0.0;80.0;0.0;167.5;0.0;150.0;0.0;19.83;1108702.0;0.0;10.0;176.01;49.95;260.0;8.0;3524.0;436.521
167.5;0.0;160.0;0.0;165.0;0.0;162.5;0.0;502.09;28079132.0;0.04;7937.0;60.06;40.17;261.0;3.0;1495.0;196.336
170.0;0.0;157.5;0.0;165.0;0.0;162.5;0.0;94.81;5302345.0;0.0;55.0;83.4;29.64;262.0;3.0;2814.0;150.736
172.5;0.0;155.0;0.0;165.0;0.0;162.5;0.0;46.34;2591537.0;0.0;1.0;104.35;30.35;263.0;4.0;3438.0;143.903
175.0;0.0;152.5;0.0;165.0;0.0;162.5;0.0;43.26;2419313.0;0.0;0.0;72.05;43.96;264.0;4.0;1639.0;154.578
175.0;0.0;150.0;0.0;165.0;0.0;160.0;0.0;77.04;4308507.0;0.0;48.0;71.67;44.17;265.0;4.0;1623.0;164.384
180.0;0.0;145.0;0.0;165.0;0.0;160.0;0.0;32.73;1830352.0;0.0;12.0;88.0;35.28;266.0;4.0;2494.0;174.871
185.0;0.0;140.0;0.0;165.0;0.0;160.0;0.0;24.64;1377918.0;0.0;2.0;84.15;39.47;267.0;4.0;2132.0;196.121
187.5;0.0;135.0;0.0;165.0;0.0;157.5;0.0;42.19;2359399.0;0.0;20.0;74.07;53.69;268.0;5.0;1380.0;222.182
195.0;0.0;127.5;0.0;165.0;0.0;157.5;0.0;22.64;1265975.0;0.0;1.0;101.85;42.3;269.0;5.0;2408.0;252.219
195.0;0.0;125.0;0.0;165.0;0.0;155.0;0.0;31.11;1740066.0;0.0;5.0;95.41;45.38;270.0;5.0;2102.0;258.444
205.0;0.0;115.0;0.0;165.0;0.0;155.0;0.0;22.34;1249248.0;0.0;3.0;120.15;45.21;271.0;6.0;2658.0;310.476
215.0;0.0;102.5;0.0;165.0;0.0;152.5;0.0;23.88;1335280.0;0.0;1.0;108.75;51.29;272.0;6.0;2120.0;365.672
225.0;0.0;90.0;0.0;165.0;0.0;150.0;0.0;23.36;1306561.0;0.0;0.0;137.21;54.15;273.0;7.0;2534.0;406.58
235.0;0.0;77.5;0.0;165.0;0.0;147.5;0.0;19.48;1089130.0;0.0;1.0;179.11;49.83;274.0;8.0;3594.0;429.849
165.0;0.0;157.5;0.0;162.5;0.0;160.0;0.0;563.61;31519604.0;0.01;1422.0;62.18;39.9;275.0;3.0;1558.0;221.884
167.5;0.0;155.0;0.0;162.5;0.0;160.0;0.0;128.67;7195709.0;0.0;99.0;67.05;38.91;276.0;3.0;1723.0;155.832
170.0;0.0;152.5;0.0;162.5;0.0;160.0;0.0;55.88;3124972.0;0.0;26.0;97.61;33.5;277.0;4.0;2914.0;157.211
172.5;0.0;150.0;0.0;162.5;0.0;160.0;0.0;30.7;1716662.0;0.0;11.0;103.42;30.82;278.0;4.0;3356.0;156.468
172.5;0.0;147.5;0.0;162.5;0.0;157.5;0.0;50.23;2809166.0;0.0;56.0;105.55;29.99;279.0;4.0;3520.0;157.855
177.5;0.0;142.5;0.0;162.5;0.0;157.5;0.0;32.88;1838604.0;0.0;41.0;91.11;36.47;280.0;4.0;2498.0;169.941
182.5;0.0;137.5;0.0;162.5;0.0;157.5;0.0;23.23;1298919.0;0.0;6.0;84.4;39.07;281.0;4.0;2160.0;186.791
185.0;0.0;132.5;0.0;162.5;0.0;155.0;0.0;34.05;1904128.0;0.0;39.0;90.79;48.63;282.0;5.0;1867.0;197.973
192.5;0.0;125.0;0.0;162.5;0.0;155.0;0.0;24.6;1375909.0;0.0;0.0;87.48;47.0;283.0;5.0;1861.0;246.648
192.5;0.0;122.5;0.0;162.5;0.0;152.5;0.0;30.11;1684029.0;0.0;0.0;90.0;45.86;284.0;5.0;1962.0;247.519
202.5;0.0;112.5;0.0;162.5;0.0;152.5;0.0;23.33;1304484.0;0.0;0.0;109.68;48.48;285.0;6.0;2262.0;302.365
212.5;0.0;100.0;0.0;162.5;0.0;150.0;0.0;23.04;1288547.0;0.0;0.0;106.98;49.99;286.0;6.0;2140.0;361.984
222.5;0.0;87.5;0.0;162.5;0.0;147.5;0.0;21.5;1202321.0;0.0;0.0;139.3;51.66;287.0;7.0;2696.0;392.243
232.5;0.0;75.0;0.0;162.5;0.0;145.0;0.0;18.47;1032781.0;0.0;0.0;173.78;48.99;288.0;8.0;3547.0;414.55
162.5;0.0;155.0;0.0;160.0;0.0;157.5;0.0;631.69;35326718.0;0.01;1373.0;73.04;33.12;289.0;3.0;2205.0;299.594
165.0;0.0;152.5;0.0;160.0;0.0;157.5;0.0;135.88;7598711.0;0.0;22.0;66.62;37.78;290.0;3.0;1763.0;169.486
167.5;0.0;150.0;0.0;160.0;0.0;157.5;0.0;79.97;4472411.0;0.0;43.0;70.24;45.57;291.0;4.0;1541.0;165.394
170.0;0.0;147.5;0.0;160.0;0.0;157.5;0.0;33.45;1870859.0;0.0;5.0;101.33;31.74;292.0;4.0;3193.0;165.542
170.0;0.0;145.0;0.0;160.0;0.0;155.0;0.0;60.02;3356347.0;0.0;45.0;103.94;31.37;293.0;4.0;3313.0;180.324
175.0;0.0;140.0;0.0;160.0;0.0;155.0;0.0;40.48;2263855.0;0.0;3.0;75.01;41.11;294.0;4.0;1825.0;185.607
180.0;0.0;135.0;0.0;160.0;0.0;155.0;0.0;27.34;1529102.0;0.0;7.0;77.84;40.95;295.0;4.0;1901.0;209.746
182.5;0.0;130.0;0.0;160.0;0.0;152.5;0.0;32.39;1811482.0;0.0;0.0;102.72;40.44;296.0;5.0;2540.0;226.46
190.0;0.0;122.5;0.0;160.0;0.0;152.5;0.0;24.3;1359163.0;0.0;6.0;97.06;43.92;297.0;5.0;2210.0;260.726
190.0;0.0;120.0;0.0;160.0;0.0;150.0;0.0;30.88;1726660.0;0.0;0.0;94.7;44.68;298.0;5.0;2120.0;260.553
200.0;0.0;110.0;0.0;160.0;0.0;150.0;0.0;27.62;1544588.0;0.0;0.0;101.79;55.6;299.0;6.0;1831.0;312.125
210.0;0.0;97.5;0.0;160.0;0.0;147.5;0.0;25.78;1441843.0;0.0;0.0;100.42;54.68;300.0;6.0;1837.0;370.292
220.0;0.0;85.0;0.0;160.0;0.0;145.0;0.0;19.33;1081284.0;0.0;0.0;156.98;46.37;301.0;7.0;3385.0;392.885
230.0;0.0;72.5;0.0;160.0;0.0;142.5;0.0;17.15;958946.0;0.0;0.0;192.41;45.41;302.0;8.0;4237.0;415.27
160.0;0.0;152.5;0.0;157.5;0.0;155.0;0.0;608.14;34009645.0;0.01;1231.0;73.73;33.84;303.0;3.0;2179.0;282.288
162.5;0.0;150.0;0.0;157.5;0.0;155.0;0.0;144.88;8102317.0;0.0;156.0;71.04;34.7;304.0;3.0;2047.0;196.752
165.0;0.0;147.5;0.0;157.5;0.0;155.0;0.0;82.65;4621889.0;0.0;70.0;79.09;43.31;305.0;4.0;1826.0;179.856
167.5;0.0;145.0;0.0;157.5;0.0;155.0;0.0;47.18;2638558.0;0.0;18.0;79.19;41.99;306.0;4.0;1886.0;176.495
167.5;0.0;142.5;0.0;157.5;0.0;152.5;0.0;77.44;4330746.0;0.0;3.0;79.88;42.47;307.0;4.0;1881.0;171.852
172.5;0.0;137.5;0.0;157.5;0.0;152.5;0.0;27.19;1520768.0;0.0;12.0;112.24;28.94;308.0;4.0;3878.0;177.097
177.5;0.0;132.5;0.0;157.5;0.0;152.5;0.0;22.37;1251114.0;0.0;1.0;92.41;34.84;309.0;4.0;2652.0;201.715
180.0;0.0;127.5;0.0;157.5;0.0;150.0;0.0;31.29;1749616.0;0.0;10.0;99.96;41.91;310.0;5.0;2385.0;211.096
187.5;0.0;120.0;0.0;157.5;0.0;150.0;0.0;27.64;1545637.0;0.0;12.0;87.39;51.74;311.0;5.0;1689.0;251.74
187.5;0.0;117.5;0.0;157.5;0.0;147.5;0.0;31.92;1785146.0;0.0;8.0;92.85;48.81;312.0;5.0;1902.0;246.539
197.5;0.0;107.5;0.0;157.5;0.0;147.5;0.0;31.66;1770416.0;0.0;24.0;82.96;65.45;313.0;6.0;1268.0;303.935
207.5;0.0;95.0;0.0;157.5;0.0;145.0;0.0;22.59;1263296.0;0.0;26.0;107.89;51.02;314.0;6.0;2115.0;347.749
217.5;0.0;82.5;0.0;157.5;0.0;142.5;0.0;19.91;1113532.0;0.0;3.0;144.27;49.49;315.0;7.0;2915.0;379.162
227.5;0.0;70.0;0.0;157.5;0.0;140.0;0.0;25.22;1410578.0;0.0;6.0;141.88;67.36;316.0;8.0;2106.0;411.681
237.5;0.0;57.5;0.0;157.5;0.0;137.5;0.0;16.17;904167.0;0.0;1.0;187.12;47.43;317.0;8.0;3945.0;428.417
157.5;0.0;150.0;0.0;155.0;0.0;152.5;0.0;724.87;40537757.0;0.02;3528.0;70.74;35.23;318.0;3.0;2008.0;323.197
160.0;0.0;147.5;0.0;155.0;0.0;152.5;0.0;120.66;6747605.0;0.0;295.0;74.81;33.03;319.0;3.0;2265.0;172.146
162.5;0.0;145.0;0.0;155.0;0.0;152.5;0.0;63.36;3543349.0;0.0;38.0;84.21;37.61;320.0;4.0;2239.0;158.775
165.0;0.0;142.5;0.0;155.0;0.0;152.5;0.0;44.34;2479825.0;0.0;19.0;80.14;43.55;321.0;4.0;1840.0;159.929
165.0;0.0;140.0;0.0;155.0;0.0;150.0;0.0;76.97;4304621.0;0.0;55.0;77.79;44.92;322.0;4.0;1732.0;161.493
170.0;0.0;135.0;0.0;155.0;0.0;150.0;0.0;33.82;1891203.0;0.0;11.0;93.64;35.41;323.0;4.0;2644.0;180.032
175.0;0.0;130.0;0.0;155.0;0.0;150.0;0.0;24.51;1370683.0;0.0;32.0;79.44;43.14;324.0;4.0;1841.0;178.49
177.5;0.0;125.0;0.0;155.0;0.0;147.5;0.0;31.19;1744474.0;0.0;24.0;94.31;44.03;325.0;5.0;2142.0;200.29
185.0;0.0;117.5;0.0;155.0;0.0;147.5;0.0;22.78;1273989.0;0.0;5.0;96.34;45.99;326.0;5.0;2095.0;233.416
185.0;0.0;115.0;0.0;155.0;0.0;145.0;0.0;29.6;1655569.0;0.0;32.0;95.55;47.27;327.0;5.0;2021.0;236.068
195.0;0.0;105.0;0.0;155.0;0.0;145.0;0.0;25.27;1413253.0;0.0;3.0;98.94;55.48;328.0;6.0;1783.0;286.186
205.0;0.0;92.5;0.0;155.0;0.0;142.5;0.0;21.54;1204845.0;0.0;32.0;104.42;51.09;329.0;6.0;2044.0;331.131
215.0;0.0;80.0;0.0;155.0;0.0;140.0;0.0;23.62;1320704.0;0.0;0.0;126.37;59.9;330.0;7.0;2110.0;371.641
225.0;0.0;67.5;0.0;155.0;0.0;137.5;0.0;20.16;1127206.0;0.0;1.0;159.21;56.79;331.0;8.0;2803.0;390.334
235.0;0.0;55.0;0.0;155.0;0.0;135.0;0.0;18.12;1013393.0;0.0;0.0;169.31;49.8;332.0;8.0;3400.0;457.234
155.0;0.0;147.5;0.0;152.5;0.0;150.0;0.0;680.02;38029367.0;0.0;464.0;76.34;32.05;333.0;3.0;2382.0;333.283
157.5;0.0;145.0;0.0;152.5;0.0;150.0;0.0;122.94;6875315.0;0.0;95.0;71.27;32.11;334.0;3.0;2220.0;180.424
160.0;0.0;142.5;0.0;152.5;0.0;150.0;0.0;63.53;3552933.0;0.0;7.0;83.92;35.81;335.0;4.0;2343.0;167.204
162.5;0.0;140.0;0.0;152.5;0.0;150.0;0.0;39.77;2223889.0;0.0;1.0;90.77;36.6;336.0;4.0;2480.0;170.685
162.5;0.0;137.5;0.0;152.5;0.0;147.5;0.0;62.8;3511841.0;0.0;62.0;82.6;37.56;337.0;4.0;2199.0;157.581
167.5;0.0;132.5;0.0;152.5;0.0;147.5;0.0;37.97;2123256.0;0.0;3.0;77.65;42.78;338.0;4.0;1815.0;167.302
172.5;0.0;127.5;0.0;152.5;0.0;147.5;0.0;16.98;949769.0;0.0;1.0;104.61;29.6;339.0;4.0;3534.0;180.217
175.0;0.0;122.5;0.0;152.5;0.0;145.0;0.0;35.24;1970945.0;0.0;7.0;88.59;48.1;340.0;5.0;1842.0;207.149
182.5;0.0;115.0;0.0;152.5;0.0;145.0;0.0;21.68;1212449.0;0.0;10.0;93.78;41.51;341.0;5.0;2259.0;246.12
182.5;0.0;112.5;0.0;152.5;0.0;142.5;0.0;31.61;1768023.0;0.0;11.0;91.71;45.95;342.0;5.0;1996.0;259.34
192.5;0.0;102.5;0.0;152.5;0.0;142.5;0.0;24.28;1357670.0;0.0;5.0;107.59;51.54;343.0;6.0;2088.0;295.995
202.5;0.0;90.0;0.0;152.5;0.0;140.0;0.0;19.42;1085916.0;0.0;2.0;118.59;46.26;344.0;6.0;2564.0;329.711
212.5;0.0;77.5;0.0;152.5;0.0;137.5;0.0;20.04;1120675.0;0.0;5.0;146.62;49.52;345.0;7.0;2961.0;381.407
222.5;0.0;65.0;0.0;152.5;0.0;135.0;0.0;18.5;1034625.0;0.0;35.0;172.06;51.81;346.0;8.0;3321.0;392.623
232.5;0.0;52.5;0.0;152.5;0.0;132.5;0.0;13.29;743290.0;0.0;1.0;204.45;42.65;347.0;8.0;4794.0;391.576
152.5;0.0;145.0;0.0;150.0;0.0;147.5;0.0;659.83;36900095.0;0.0;795.0;75.99;32.13;348.0;3.0;2365.0;322.583
155.0;0.0;142.5;0.0;150.0;0.0;147.5;0.0;119.08;6659163.0;0.0;157.0;78.19;30.94;349.0;3.0;2527.0;181.368
157.5;0.0;140.0;0.0;150.0;0.0;147.5;0.0;62.77;3510353.0;0.0;2.0;82.46;37.07;350.0;4.0;2224.0;159.588
160.0;0.0;137.5;0.0;150.0;0.0;147.5;0.0;35.42;1980871.0;0.0;0.0;90.68;35.59;351.0;4.0;2548.0;156.329
160.0;0.0;135.0;0.0;150.0;0.0;145.0;0.0;76.64;4286115.0;0.0;95.0;80.49;41.7;352.0;4.0;1930.0;173.217
165.0;0.0;130.0;0.0;150.0;0.0;145.0;0.0;37.22;2081549.0;0.0;1.0;83.31;39.95;353.0;4.0;2085.0;175.615
170.0;0.0;125.0;0.0;150.0;0.0;145.0;0.0;19.46;1088340.0;0.0;0.0;97.21;33.0;354.0;4.0;2946.0;185.259
172.5;0.0;120.0;0.0;150.0;0.0;142.5;0.0;23.08;1290798.0;0.0;5.0;120.01;33.33;355.0;5.0;3601.0;195.791
180.0;0.0;112.5;0.0;150.0;0.0;142.5;0.0;22.07;1234299.0;0.0;5.0;95.21;43.98;356.0;5.0;2165.0;236.477
180.0;0.0;110.0;0.0;150.0;0.0;140.0;0.0;26.01;1454694.0;0.0;5.0;99.91;41.95;357.0;5.0;2382.0;233.743
190.0;0.0;100.0;0.0;150.0;0.0;140.0;0.0;24.44;1366758.0;0.0;5.0;101.33;53.78;358.0;6.0;1884.0;285.536
200.0;0.0;87.5;0.0;150.0;0.0;137.5;0.0;24.03;1343830.0;0.0;2.0;98.69;56.11;359.0;6.0;1759.0;336.359
210.0;0.0;75.0;0.0;150.0;0.0;135.0;0.0;25.28;1413865.0;0.0;1.0;119.22;64.54;360.0;7.0;1847.0;369.164
220.0;0.0;62.5;0.0;150.0;0.0;132.5;0.0;14.96;836797.0;0.0;5.0;192.29;46.0;361.0;8.0;4180.0;357.595
230.0;0.0;50.0;0.0;150.0;0.0;130.0;0.0;13.65;763626.0;0.0;2.0;209.47;43.62;362.0;8.0;4802.0;393.239
150.0;0.0;142.5;0.0;147.5;0.0;145.0;0.0;765.85;42829531.0;0.02;3488.0;74.78;33.38;363.0;3.0;2240.0;360.394
152.5;0.0;140.0;0.0;147.5;0.0;145.0;0.0;128.44;7183037.0;0.0;241.0;75.87;33.04;364.0;3.0;2296.0;183.19
155.0;0.0;137.5;0.0;147.5;0.0;145.0;0.0;62.27;3482182.0;0.0;68.0;89.77;36.7;365.0;4.0;2446.0;159.913
157.5;0.0;135.0;0.0;147.5;0.0;145.0;0.0;44.43;2484440.0;0.0;21.0;75.47;43.74;366.0;4.0;1725.0;159.558
